id,ciudad,titulo,rating,precio
gyg_81,Malaga,Málaga: Ruta de Tapas,4.9,73.0
gyg_82,Malaga,Málaga 1 hora en TukTuki: Tour esencial y privado,4.7,30.0
gyg_83,Malaga,Málaga: Clase de Paint and Sip de la Academia Wine Gogh Glow,4.6,37.0
gyg_84,Malaga,Málaga: alquiler de barcos sin licencia,4.5,120.0
gyg_85,Malaga,"Tour en barco por Benalmádena con snorkel, tobogán acuático y almuerzo",4.3,89.0
gyg_86,Malaga,Antequera: tour a los dólmenes y El Torcal con traslado,4.8,35.0
gyg_87,Malaga,Vuelo en Parapente: cerca de Ronda (Málaga),3.8,120.0
gyg_88,Malaga,"Desde Málaga: Visita guiada por Marbella, Mijas y Puerto Banús",4.5,49.0
gyg_89,Malaga,Marbella: Alquiler de barcos sin licencia para avistamiento de delfines,4.6,60.0
gyg_90,Malaga,"Málaga: Ruta del Pueblo Blanco, Viñedos y Cata de Vinos",4.9,81.0
gyg_91,Malaga,Fuengirola: Espectáculo ecuestre español con cena opcional/flamenco,4.1,35.0
gyg_92,Malaga,Málaga: alquiler de bicicletas para City Discovery Route & Beaches,4.7,12.0
gyg_93,Malaga,Desde Málaga: Excursión de un día a Marruecos con guía y almuerzo,4.2,140.0
gyg_94,Malaga,"Alquiler de Barco sin licencia en Málaga Capital, Playa del Palo",4.1,90.0
gyg_95,Malaga,Málaga: Tour guiado en quad por la Sierra de Mijas,4.7,111.0
gyg_96,Malaga,Benalmádena: Paseo Privado en Barco con Bebidas y Aperitivos,4.9,170.0
gyg_97,Malaga,Desde la Costa del Sol o Málaga: Visita a Granada y la Alhambra,4.5,33.0
gyg_98,Malaga,Tour Exprés tuktuki en Malaga: Mirador Gibralfaro y Fotografía,4.7,18.0
gyg_99,Malaga,"Desde Málaga o la Costa del Sol Mijas, Marbella y Puerto Banús",4.5,39.0
gyg_100,Malaga,"Desde la Costa del Sol: Granada, Alhambra + Tour Palacios Nazaríes",4.3,130.0
gyg_101,Malaga,Málaga: Tour en Segway por lo más destacado de la ciudad,4.8,50.0
gyg_102,Malaga,Málaga: Aprende a bailar rumba flamenca en 45 minutos,5.0,30.0
gyg_103,Malaga,Málaga: Excursión en Buggy todoterreno con vistas panorámicas de Mijas,4.9,169.0
gyg_104,Malaga,Málaga: tour guiado en quad por las montañas de Mijas,4.9,80.0
gyg_105,Malaga,"Málaga: Curso de Flamenco 16 h + Espectáculo de 1 hora, 3 tapas y bebida",4.6,54.0
gyg_106,Malaga,C/Echegaray 5 Málaga centro: Masaje Malagueño: Masaje + Cata de vino,4.8,55.0
gyg_107,Malaga,"Desde Málaga: Excursión de un día a Ronda, Pueblo Blanco y Sevilla",4.8,100.0
gyg_108,Malaga,Visita guiada y cata de aceite en la fábrica Aceites Molisur,4.9,29.0
gyg_109,Malaga,Desde la Costa del Sol: Tánger Tour de día completo en ferry,3.5,165.0
gyg_110,Malaga,Torremolinos/Benalmádena: Excursión a las Cuevas de Nerja con Frigiliana,4.6,74.0
gyg_111,Malaga,Visita teatralizada nocturna al Cementerio Inglés de Málaga,4.8,20.0
gyg_112,Malaga,Costa del Sol: Excursión de un día a Ronda y Setenil,4.4,36.0
gyg_113,Malaga,Excursión de 3 horas en quad por Mijas (Precio para quad 1-2 pax),4.8,149.0
gyg_114,Malaga,Excursión de 2 horas en TukTuki por Málaga: Experiencia Privada,4.6,40.0
gyg_115,Malaga,Málaga: Excursión a Frigiliana y Nerja con Degustación de Productos Locales,4.6,45.0
gyg_116,Malaga,Desde Málaga y la Costa del Sol: Tour turístico por Gibraltar,3.8,95.0
gyg_117,Malaga,Tour gastrónomico de Málaga con tapas y bebidas con un local,4.9,68.0
gyg_118,Malaga,Málaga: Tour en Segway por lo más destacado de la ciudad,4.8,52.0
gyg_119,Malaga,Excursión en Buggy al Atardecer en las Montañas y Colinas de Mijas,4.8,229.0
gyg_120,Malaga,La Herradura-Maro-Nerja: Navegar al atardecer,4.8,70.0
gyg_121,Malaga,"Málaga: Tapas, Vino y Azoteas Tour gastronómico en grupo reducido",4.8,80.0
gyg_122,Malaga,Málaga: Excursión guiada de un día a los Dólmenes y El Torcal de Antequera,4.7,60.0
gyg_123,Malaga,Málaga: alquiler de lancha motora de 6 plazas sin licencia.,4.6,35.0
gyg_124,Malaga,"Caminito del Rey desde Málaga, guía oficial, bebida y sorteo.",4.9,52.0
gyg_125,Malaga,Desde la Costa del Sol: Descubre Tánger en una excursión de un día con guía,3.3,180.0
gyg_126,Malaga,Alquila una bici en Málaga,4.4,14.0
gyg_127,Malaga,Desde la Costa del Sol: excursión de día completo a Granada,4.1,49.0
gyg_128,Malaga,"Visita a pie Catedral, Alcazaba, Teatro Romano",4.6,45.0
gyg_129,Malaga,Desde Málaga: excursión de un día a Sevilla con tickets de entrada al Real Alcázar,4.4,37.0
gyg_130,Malaga,Málaga: Pub Crawl Málaga Madness,4.0,12.0
gyg_131,Malaga,Málaga: Degustación de Tapas,4.9,69.0
gyg_132,Malaga,Málaga: Excursión en quad todoterreno de 2 plazas por tierra y río,4.6,120.0
gyg_133,Malaga,Caminito del Rey y Antequera: Dólmenes y Tiempo Libre desde Málaga,4.9,52.0
gyg_134,Malaga,Tour guiado a caballo por el valle del guadalhorce,4.7,60.0
gyg_135,Malaga,Desde Málaga: Alhambra y Capilla Real con tickets de entrada,4.4,105.0
gyg_136,Malaga,Desde la Costa del Sol y Málaga: Visita guiada de un día a Córdoba,4.2,52.0
gyg_137,Malaga,Visita de 2 horas al Centro Histórico y la Catedral,4.1,21.0
gyg_138,Malaga,Tour Caminito del Rey y pueblos blancos con tapas desde Málaga,4.9,59.0
gyg_139,Malaga,Málaga: explora Málaga en una moto eléctrica.,4.7,20.0
gyg_140,Malaga,Desde Málaga: Alquiler de Barco sin Titulación Necesaria,4.4,40.0
gyg_141,Malaga,Tour Museo Picasso con Guía Experta en Arte grupos pequeños,4.8,45.0
gyg_142,Malaga,Ciudades de Andalucía 4 días desde Madrid,4.3,617.0
gyg_143,Malaga,"Nerja, Torrox o Torre del Mar: excursión de un día al Caminito del Rey",4.8,65.0
gyg_144,Malaga,"Málaga: tour en Segway por el castillo de Gibralfaro, la plaza de toros y el puerto",4.8,38.0
gyg_145,Malaga,"Málaga: Tapas, Vino y Flamenco en el Café de Chinitas",5.0,20.0
gyg_146,Malaga,Paseo en globo aerostático en Antequera (Malaga),5.0,185.0
gyg_147,Malaga,Fuengirola: Crucero privado por la Costa del Sol con bebidas,4.2,560.0
gyg_148,Malaga,Desde la Costa del Sol: Excursión de un día a Gibraltar con Tiempo Libre,4.0,45.0
gyg_149,Malaga,"Banana boat en Málaga capital, Playa del Palo",3.7,20.0
gyg_150,Malaga,Desde la Costa del Sol: Excursión de un día a Gibraltar con tour guiado,4.1,98.0
gyg_151,Malaga,Desde Málaga: excursión de un día a Sevilla y tickets de entrada a monumentos opcionales,4.6,37.0
gyg_152,Malaga,Desde Málaga: Excursión a Nerja y Frigiliana,4.0,49.0
gyg_153,Malaga,Desde Málaga y la Costa del Sol: Excursión de un día a Granada,4.5,33.0
gyg_154,Malaga,Málaga: Tour a pie por el casco antiguo con Catedral y Museo Picasso,4.9,55.0
gyg_155,Malaga,"Desde Málaga: Ronda, Cata de Vinos y Aceite de Oliva en Grupo Reducido",4.9,275.0
gyg_156,Malaga,Barranquismo en Málaga: Tour con reportaje fotográfico gratuito.,4.6,67.0
gyg_157,Malaga,Málaga: Experiencia de un día de partido de fútbol,4.6,135.0
gyg_158,Malaga,Málaga: Recorrido en E-Bike de 3 horas por el Parque Natural de los Montes de Málaga,4.8,60.0
gyg_159,Malaga,Benalmádena: Alquiler de barcos sin licencia,5.0,40.0
gyg_160,Malaga,Desde la Costa del Sol y Málaga: Excursión de un día a Sevilla,3.9,60.0
gyg_161,Malaga,Benalmádena: crucero privado en catamarán para despedida de soltera,5.0,380.0
gyg_162,Malaga,Málaga: Excursión de un día a Córdoba y entrada opcional a la Mezquita-Catedral,4.6,35.0
gyg_163,Malaga,Tour TukTuk Málaga,4.7,75.0
gyg_164,Malaga,Gibraltar: Tour guiado desde la Costa del Sol,4.3,88.0
gyg_165,Malaga,"Málaga Tour a pie, Gibralfaro, Alcazaba y Crucero en Catamarán",4.7,51.0
gyg_166,Malaga,Costa del Sol: Excursión Guiada Caminito del Rey,4.6,40.0
gyg_167,Malaga,Málaga: Excursión guiada por tierra y río en quad de 1 hora (2 personas),4.8,90.0
gyg_168,Malaga,Desde Málaga: Excursión al Torcal de Antequera,4.8,60.0
gyg_169,Malaga,Benalmádena: Alquiler de barcos sin licencia,4.7,35.0
gyg_170,Malaga,Desde la Costa del Sol: Excursión de un día a Sevilla,4.5,45.0
gyg_171,Malaga,Alcazaba y Gibralfaro Tour Privado. Sáltate la cola,4.9,250.0
gyg_172,Malaga,Desde la Costa del Sol: Tour Guiado por Sevilla,3.7,105.0
gyg_173,Malaga,Desde la Costa del Sol: Ronda y Setenil de las Bodegas,4.4,65.0
gyg_174,Malaga,Desde la Costa del Sol: Excursión de un día al Caminito del Rey,4.5,75.0
gyg_175,Malaga,Desayuno con vistas en el Hard Rock Cafe,4.8,12.0
gyg_176,Malaga,Desde Málaga: Ruta de Senderismo por el Barranco de El Saltillo y el Pueblo Blanco,4.7,55.0
gyg_177,Malaga,Desde Yunquera: Excursión de Barranquismo al Cañón de Zarzalones,5.0,160.0
gyg_178,Malaga,El Chorro: Vía Ferrata,5.0,160.0
gyg_179,Malaga,Málaga: Tour a pie por las atracciones imprescindibles,4.5,30.0
gyg_180,Malaga,TOUR DEL ACEITE DE OLIVA Y EL VINO Campos ecológicos - 5 Vinos + 3Aceites de oliva,4.9,95.0
gyg_181,Malaga,Desde Málaga: Excursión de un día guiada por el Caminito del Rey,4.8,56.0
gyg_182,Malaga,Málaga: Visita al Centro Histórico con guía local,4.8,20.0
gyg_183,Malaga,Desde Málaga: Excursión de un día al Caminito del Rey en autobús,4.8,75.0
gyg_184,Malaga,Ronda y Setenil de las Bodegas - SemiPrivado,4.9,92.0
gyg_185,Malaga,"Málaga: Alcazaba, Picasso y Más. ¡ Tour a pie con 5 experiencias en VR !",4.9,20.0
gyg_186,Malaga,Málaga: tour guiado en Segway por el castillo de Gibralfaro,4.9,30.0
gyg_187,Malaga,Torremolinos: Espectáculo Flamenco con Cena y Copas,3.9,50.0
gyg_188,Malaga,Desde Málaga: Excursión de un día a Córdoba - Premium Tour en grupo reducido,4.3,180.0
gyg_189,Malaga,Sotogrande: Excursión en barco para avistar delfines con bebida,4.3,54.0
gyg_190,Malaga,Explora Málaga y las Cuevas del Tesoro en Coche Eléctrico,5.0,110.0
gyg_191,Malaga,Desde la Costa del Sol: Excursión de un día a Córdoba Tiempo Libre,4.4,45.0
gyg_192,Malaga,¡¡¡Segway tour Full Tour por la Ciudad de Málaga!!!,4.8,50.0
gyg_193,Malaga,"Desde Málaga y la Costa del Sol Excursión de un día a Tetuán, Marruecos",4.2,160.0
gyg_194,Malaga,Málaga: Excursión guiada de 3 horas en quad todoterreno biplaza,5.0,170.0
gyg_195,Malaga,Málaga: Centre Pompidou Málaga Entrada y Audioguía de la Ciudad,3.2,15.0
gyg_196,Malaga,Málaga: Excursión de 2 horas en solitario en quad todo terreno,5.0,99.0
gyg_197,Malaga,Costa del Sol: Excursión de un día a Gibraltar con visita opcional al Peñón,4.0,32.0
gyg_198,Malaga,"Desde la Costa del Sol: Recorrido por Mijas, Marbella y Puerto Banús",4.2,50.0
gyg_199,Malaga,"Vuelo Privado en Paramotor 30 min - Costa del Sol, Málaga",5.0,195.0
gyg_200,Malaga,Desde Málaga: Ruta por los acantilados de Maro con visita a la playa y snorkel,4.7,59.0
gyg_201,Malaga,"Excursión a las Cuevas de Nerja, Nerja ciudad y Frigiliana",4.3,85.0
gyg_202,Malaga,BARCO MANGO - Barco sin licencia en Puerto Banús,4.8,120.0
gyg_203,Malaga,"TOUR PREMIUM DE TAPAS: Tapas, paella y bodega",4.6,75.0
gyg_204,Malaga,Tour de la ciudad de Málaga: aventura histórica en Segway de 3 horas.,4.9,70.0
gyg_205,Malaga,"Vuelo en paramotor en Ronda (Málaga), cerca de Marbella",4.1,100.0
gyg_206,Malaga,Desde la Costa del Sol: Un día en Córdoba + Mezquita,4.0,105.0
gyg_207,Malaga,Taller de cocina de tapas y visita al mercado,4.8,80.0
gyg_208,Malaga,Córdoba: Excursión de un día - Descubre la Historia y la Cultura locales,4.6,33.0
gyg_209,Malaga,Crime Challenge Málaga - Tu investigación turística,5.0,38.0
gyg_210,Malaga,Estepona: Excursión de pesca StartFisher 1060,4.8,460.0
gyg_211,Malaga,Desde Sevilla: Pueblos Blancos y Ronda,4.4,89.0
gyg_212,Malaga,El Chorro: Sube vía ferrata en Caminito del Rey,5.0,95.0
gyg_213,Malaga,Málaga: experiencia de degustación «de la granja a la mesa» con Abuela/Nonna.,4.6,95.0
gyg_214,Malaga,Ticket de entrada al Museo Casa Natal de Picasso y audioguía de la ciudad,4.0,10.0
gyg_215,Malaga,Desde Málaga: Tour en grupo reducido Caminito del Rey con picnic,4.9,89.0
gyg_216,Malaga,Vista panorámica de Málaga con Museo del Vino desde la Costa del Sol,4.2,35.0
gyg_217,Malaga,Málaga: Tour privado a pie personalizado con guía local,4.3,45.0
gyg_218,Malaga,Málaga: tour en bicicleta de carretera con guía y alquiler de bicicletas,5.0,110.0
gyg_219,Malaga,Luces Festivas de Málaga: Un tour a pie por Navidad,4.2,651.0
gyg_220,Malaga,Desde Málaga: Tour de día completo por el Caminito del Rey,4.8,68.0
gyg_221,Malaga,Excursión de un día a Tánger Marruecos desde Málaga Todo incluido,5.0,531.0
gyg_222,Malaga,VISITA COMPLETA DEL CAMINITO DEL REY CON GUÍA OFICIAL,4.8,55.0
gyg_223,Malaga,Desde Málaga /Costa del Sol: Viaje a Nerja y Frigiliana,4.1,55.0
gyg_224,Malaga,"España Top Tour (Barcelona, Madrid, Valencia, Málaga,Sevilla)",3.0,1.0
gyg_225,Malaga,Tour guiado por el barrio pesquero de Málaga con taller de cocina,4.6,120.0
gyg_226,Malaga,Ronda y Pueblos Blancos: Excursión de un día en grupo reducido,5.0,130.0
gyg_227,Malaga,SALIDAS DE PESCA DE ATUN EN FUENGIROLA,5.0,720.0
gyg_228,Malaga,Málaga: Experiencia de Clase de Baile Latino y Salsa,4.5,39.0
gyg_229,Malaga,Excursión a Gibralfaro,4.9,30.0
gyg_230,Malaga,"Vuelo Privado en Paramotor 15 min - Costa del Sol, Málaga",5.0,149.0
gyg_231,Malaga,Málaga: Entrada al Hard Rock Cafe con Comida o Cena,4.0,32.0
gyg_232,Malaga,Málaga: Pinta tu propio Picasso,4.9,39.0
gyg_233,Malaga,Málaga: Búsqueda del tesoro turística privada,4.9,29.0
gyg_234,Malaga,Málaga: Juego de Escape al Aire Libre Operación Mindfall,4.8,20.0
gyg_235,Malaga,Desde la Costa del Sol: Visita al Pueblo de Ronda con ticket de entrada a la Maestranza,3.8,68.0
gyg_236,Malaga,Paseo en Catamarán Benalmádena,5.0,170.0
gyg_237,Malaga,Málaga: Recorrido de arte urbano por el barrio del Soho,5.0,39.0
gyg_238,Malaga,Málaga: Cosecha de la aceituna y experiencia con el aceite de oliva,4.6,350.0
gyg_239,Malaga,Ruta de Tapas y Vinos Tradicionales Andaluces,4.6,62.0
gyg_240,Malaga,Málaga: Tour Off-Road Aventura en Quad Todo Terreno de 1 hora en solitario,4.5,75.0
gyg_241,Malaga,Málaga: tour gastronómico guiado por la mañana,5.0,64.0
gyg_242,Malaga,Málaga: tour todoterreno de 3 horas en quad biplaza en Mijas,5.0,160.0
gyg_243,Malaga,Recorrido de día completo por lo más destacado de Córdoba desde Granada,4.3,189.0
gyg_244,Malaga,Málaga: tour de la ciudad de 3 horas con Alcazaba,4.9,22.0
gyg_245,Malaga,Málaga: tour guiado a pie por el casco antiguo,5.0,12.0
gyg_246,Malaga,"Desde Marbella/Estepona: tour privado a discotecas, transporte al club de playa, bebidas.",4.8,212.0
gyg_247,Malaga,Desde Málaga y la Costa del Sol: excursión a Gibraltar,3.8,35.0
gyg_248,Malaga,Alquiler de Bicicletas Urbanas en Málaga,5.0,14.0
gyg_249,Malaga,Desde Barcelona: Lo mejor de España en 10 días - Todo incluido,4.7,1.0
gyg_250,Malaga,Tour privado de la Alhambra desde Málaga y alrededores,4.9,465.0
gyg_251,Malaga,Málaga: tour gastronómico a pie «Sabor de España,4.7,85.0
gyg_252,Malaga,Benalmádena: Alquiler de barcos sin licencia Costa del Sol,4.5,35.0
gyg_253,Malaga,Explora Gibraltar con un Guía Privado desde Málaga.,5.0,440.0
gyg_254,Malaga,"Degustación: ""Vinos de Andalucía"" + Maridaje",4.6,35.0
gyg_255,Malaga,MÁLAGA: LO ÚLTIMO EN FLAMENCO Y TAPAS,5.0,79.0
gyg_256,Malaga,Desde la Costa del Sol. Excursión a Málaga Molino y Mercadillo.,4.6,63.0
gyg_257,Malaga,El Viaje Acuático y nuestro masaje exclusivo (60'),4.7,128.0
gyg_258,Malaga,Málaga: Clases Privadas de Tango Argentino,5.0,58.0
gyg_259,Malaga,Desde Málaga: Tour privado de Chefchaouen,4.7,850.0
gyg_260,Malaga,"Málaga: Tetuán, Sitio de la UNESCO y Ceuta tour privado a Marruecos",4.9,670.0
gyg_261,Malaga,Málaga: Museo Thyssen Visita Guiada Privada de 2 Horas,4.7,123.0
gyg_262,Malaga,Desde Málaga: Ronda y Setenil de la Bodegas Excursión de un día en autocar,4.4,60.0
gyg_263,Malaga,Almazara y Mercado Agroalimentario de la Costa del Sol,4.2,56.0
gyg_264,Malaga,Málaga E-Bike Tour con alquiler de día completo,4.4,50.0
gyg_265,Malaga,Desde Málaga o Marbella: Excursión privada de un día a Ronda,5.0,750.0
gyg_266,Malaga,"Málaga Tour a Pie, Teatro Romano y Alcazaba en Grupo Pequeño con Entradas",4.8,69.0
gyg_267,Malaga,Desde Málaga: Visita guiada a la Mezquita de Córdoba,4.6,189.0
gyg_268,Malaga,Tour privado de día completo a Sevilla desde Málaga,4.9,250.0
gyg_269,Malaga,Málaga: Excursión en moto todoterreno de un día,5.0,290.0
gyg_270,Malaga,"TOUR DE TAPAS PREMIUM: Paella, degustaciones en el mercado y bodega",4.5,65.0
gyg_271,Malaga,"Nerja, Frigiliana y El Acebuchal: Tour semiprivado de día completo",4.9,87.0
gyg_272,Malaga,Alquiler de bicicletas eléctricas de montaña en Málaga,5.0,35.0
gyg_273,Malaga,La Peste Negra: Visita Teatralizada,4.8,18.0
gyg_274,Malaga,De Málaga a Tánger: Excursión de un día en exclusiva con ticket de entrada en ferry,4.7,443.0
gyg_275,Malaga,Marbella: Alquiler de Barco Privado con Patrón y Banana 2-8hrs,5.0,280.0
gyg_276,Malaga,¡Clase de Tapas! ¡Auténticas tapas y sangría españolas!,5.0,75.0
gyg_277,Malaga,Desde Málaga y Costa del Sol: Excursión a Madrid,4.6,128.0
gyg_278,Malaga,Málaga: Visita guiada en bicicleta,4.7,28.0
gyg_279,Malaga,Málaga: Tour guiado del vino,4.5,79.0
gyg_280,Malaga,Sumérgete y Descubre: El flamenco en un viaje interactivo,4.8,20.0
gyg_281,Malaga,Málaga: Caminito del Rey y Ruta por el Pueblo de Álora con Tapas,4.9,85.0
gyg_282,Malaga,Tour gastrónomico de Pedregalejo: Explora el barrio más emblemático de Málaga,5.0,74.0
gyg_283,Malaga,Visita guiada al Museo Picasso,4.6,30.0
gyg_284,Malaga,Bicicleta eléctrica FAT en Montes de Málaga y Campiña,4.7,60.0
gyg_285,Malaga,Mijas: Tour a pie privado,4.6,84.0
gyg_286,Malaga,Málaga: Alquiler privado de bicicletas,4.6,11.0
gyg_287,Malaga,Desde Málaga y la Costa del Sol: aventura de 5 días por Andalucía,4.6,334.0
gyg_288,Malaga,Caminito del Rey y Escalada al Chorro,4.5,99.0
gyg_289,Malaga,Málaga: Boat tour teatralizado - Aventuras en Alta Mar,5.0,15.0
gyg_290,Malaga,Desde la Costa del Sol y Málaga: Tour guiado por el Caminito del Rey,4.3,70.0
gyg_291,Malaga,Excursión de un día a Ronda desde Málaga,4.3,150.0
